contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human
k141_135	710	0.429577464788732	1	39.8144208037825	0.904255319148936	0	0	0	N	N
k141_140	307	0.420195439739414	1	3.87538940809969	1	84	0.239852676226671	0.0488133737098589	N	N
k141_146	605	0.408264462809917	1	3.47777777777778	1	12	0.00391998213375947	0.00324924669093166	N	N
k141_266	736	0.512228260869565	1	8.4122699386503	1	0	0	0	N	N
k141_201	323	0.396284829721362	1	4.19287833827893	1	12	0.00782210599837478	0.00555140719729384	N	N
k141_61	330	0.463636363636364	1	2.68035190615836	1	27	0.0159154130783658	0.00869791302345815	N	N
k141_213	487	0.334702258726899	1	4.01364522417154	0.970760233918129	17	0.0193995774796615	0.0038786129648608	N	N
k141_169	375	0.357333333333333	1	3.15897435897436	1	94	0.214121328391195	0.047085209697002	N	N
k141_268	592	0.523648648648649	1	3.08780487804878	0.813008130081301	30	0.26983186962278	0.0113901928816716	N	N
k141_202	847	0.396694214876033	1	10.5015906680806	1	28	0.0101090758290225	0.00575424496620484	N	N
k141_205	337	0.427299703264095	1	8.8903743315508	1	10	0.00301113045641089	0.00257974754383783	N	N
k141_193	330	0.363636363636364	1	2.71847507331378	0.994134897360704	19	0.00926978887217596	0.00539841838714164	N	N
k141_18	359	0.495821727019499	1	4.1282722513089	1	117	0.839530517160183	0.081534458965029	N	N
k141_90	448	0.397321428571429	1	5.37029288702929	1	14	0.00410410550424954	0.00324833596171236	N	N
k141_71	376	0.428191489361702	1	1.53002610966057	0.97911227154047	11	0.00510252097640123	0.00362703541954736	N	N
k141_84	602	0.406976744186047	1	3.02551834130781	1	39	0.0258727121266325	0.0138164377971213	N	N
k141_235	412	0.483009708737864	1	3.12790697674419	1	0	0	0	N	N
k141_13	393	0.384223918575064	1	7.79493087557604	1	12	0.00343274508973484	0.00293968107745126	N	N
k141_86	763	0.412844036697248	1	3.73618090452261	1	42	0.0177817068383178	0.0102796981676192	N	N
k141_41	430	0.390697674418605	1	2.44018058690745	1	20	0.00743322057561099	0.00548921732460043	N	N
k141_190	303	0.323432343234323	1	7.90634441087613	1	7	0.00223236490537529	0.00183815127586754	N	N
k141_0	309	0.462783171521036	1	4.35294117647059	1	3	0.00240457583037558	0.00189511015123204	N	N
k141_21	457	0.354485776805252	1	2.29237288135593	1	8	0.00207771270625539	0.00184685126792115	N	N
k141_240	308	0.318181818181818	1	2.4416403785489	1	10	0.00302879138064767	0.00302879138064767	N	N
k141_173	367	0.348773841961853	1	3.69473684210526	1	13	0.00331001822937307	0.00294245858761988	N	N
k141_137	430	0.395348837209302	1	5.03930131004367	1	19	0.00761185352377877	0.00538400990717525	N	N
k141_127	477	0.490566037735849	1	4.37848605577689	0.99003984063745	110	2.26577267920631	0.0619587920246558	N	N
k141_26	409	0.444987775061125	1	1.47596153846154	1	23	0.0117764941239896	0.0081149530450559	N	N
k141_184	939	0.388711395101171	1	7.66339548577036	1	23	0.00383122391072821	0.00322209958223423	N	N
k141_198	353	0.501416430594901	1	2.0803324099723	1	19	0.0109643527486499	0.00734119982808312	N	N
k141_59	383	0.420365535248042	1	2.32745591939547	0.992443324937028	13	0.00479767614442915	0.00381617190825517	N	N
k141_11	303	0.382838283828383	1	1.95161290322581	1	7	0.00239242527781815	0.00206493414150349	N	N
k141_245	525	0.304761904761905	1	3.46800731261426	1	7	0.00142566345602313	0.00139799237133937	N	N
k141_79	414	0.376811594202899	1	3.92873563218391	1	21	0.00932797173999029	0.00699105342140899	N	N
k141_242	375	0.426666666666667	1	2.77835051546392	1	247	2.76680927955689	0.175453266356076	N	N
k141_197	304	0.453947368421053	1	7.94029850746269	1	171	1.29309537297458	0.119847025224325	N	N
k141_191	321	0.429906542056075	1	3.71976401179941	1	3	0.000839168783954059	0.000839168783954059	N	N
k141_153	458	0.393013100436681	1	8.41106719367589	1	144	0.575417657971011	0.0779098291289246	N	N
k141_159	452	0.440265486725664	1	2.97664543524416	1	12	0.00388553878994227	0.00363254754243945	N	N
k141_155	307	0.397394136807818	1	3.37735849056604	1	12	0.00558480463194982	0.00346970228820222	N	N
k141_107	379	0.321899736147757	1	1.57105943152455	0.922480620155039	21	0.00677128878952734	0.00478991735671077	N	N
k141_170	317	0.470031545741325	1	15.6767123287671	1	35	0.0612357894681444	0.0201862457339051	N	N
k141_139	406	0.463054187192118	1	1.84375	0.951923076923077	91	0.248310649165469	0.0534476388881721	N	N
k141_199	531	0.395480225988701	1	4.50537634408602	1	42	0.0198567607738596	0.0117345576237778	N	N
k141_73	640	0.421875	1	1.84250764525994	0.555045871559633	0	0	0	N	N
k141_99	375	0.405333333333333	1	5.5325	1	14	0.00470393132263198	0.00358664855730974	N	N
k141_175	321	0.40809968847352	1	2.27272727272727	1	0	0	0	N	N
