sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.8	GCA_003099635	37	21	6940	62	79.0883	537	52	51.1982	20907	27	16140	77.1990242502511	100	20590	28	16487	80.0728508984944	16.8528411850413	3.0743079164643
rand.80	GCA_003187595	449	336	8168	899	100.0000	576	56	50.2335	187986	438	181817	96.7183726447714	100	187986	441	182856	97.2710733778047	1.83205132297086	0.896875299224415
rand.51	GCA_003112285	16	5	4838	12	94.8627	517	34	44.9406	13727	11	11560	84.2135936475559	100	13458	11	11560	85.8968643186209	8.6937137761926	5.40942190518652
rand.83	GCA_003112285	31	14	5062	40	99.2549	384	26	41.5517	22543	26	20737	91.9886439249434	100	22103	26	20737	93.8198434601638	6.18015653983622	0
rand.55	GCA_003102575	102	61	8755	163	98.0184	792	112	52.9278	57023	87	51522	90.3530154499062	100	56240	87	51522	91.6109530583215	7.83783783783784	0.551209103840691
rand.59	GCA_003099235	138	89	8782	256	99.7161	730	114	49.5598	79514	132	76659	96.4094373317906	100	79514	132	76659	96.4094373317906	2.6699700681641	0.920592600045276
rand.76	GCA_003112285	145	70	5042	180	98.8627	439	26	32.0462	81785	141	80272	98.1500275111573	100	81785	142	80675	98.6427829064009	0.777648713089197	0.579568380509878
rand.88	GCA_003099235	55	43	8262	140	93.8117	590	56	66.8287	34765	49	32764	94.2442111318855	100	34399	50	33065	96.1219802901247	2.78787174045757	1.09014796941772
rand.33	GCA_003188765	72	49	8751	136	97.6129	806	94	54.7460	45733	69	44674	97.6843854547045	100	45156	69	44674	98.9325892461688	1.06741075383116	5.77315972805081e-15
rand.89	GCA_003112285	200	72	5040	188	98.8235	449	12	26.9669	93700	193	90950	97.0651013874066	100	93338	195	91725	98.2718721206797	1.27600762819002	0.452120251130292
rand.96	GCA_003112285	54	18	4838	54	94.8627	452	8	30.3189	32930	35	22537	68.439113270574	100	32301	35	22537	69.7718336893595	25.5843472338318	4.64381907680876
rand.10	GCA_003187595	36	25	7387	82	90.4383	573	75	54.8119	27879	28	22982	82.4348075612468	100	27879	28	22982	82.4348075612468	16.1878116144768	1.37738082427634
rand.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.93	GCA_003112285	32	10	5086	26	99.7255	493	47	36.2615	22255	25	19106	85.8503707032128	100	21955	25	19106	87.0234570712822	11.4871327715782	1.48941015713961
rand.63	GCA_003112325	22	6	3536	22	66.4287	493	44	31.0923	15216	15	12347	81.1448475289169	100	15216	15	12347	81.1448475289169	18.8551524710831	3.5527136788005e-15
rand.3	GCA_003112285	23	11	4383	28	85.9412	281	8	50.5836	19364	21	18565	95.873786407767	100	19364	21	18565	95.873786407767	2.34455690972939	1.78165668250362
rand.62	GCA_003112285	21	9	3327	20	65.2353	294	7	33.1630	13506	17	11877	87.9386939138161	100	12740	17	11877	93.2260596546311	6.77394034536892	0
rand.95	GCA_003101215	75	54	8727	161	100.0000	625	84	62.4762	43599	71	42207	96.8072662217023	100	43309	72	42606	98.3767808076843	0.729640490429241	0.893578701886447
rand.53	GCA_003190545	9	8	4996	24	57.2804	630	33	73.0597	10282	9	10282	100	100	10282	9	10282	100	0	0
rand.32	GCA_003104595	359	301	9176	813	99.9782	531	130	57.2909	149680	357	149076	99.5964724746125	100	149406	357	149076	99.7791253363319	0	0.220874663668127
rand.42	GCA_003190355	316	170	8657	437	99.5286	795	121	40.4944	137167	311	135462	98.7569896549462	100	137167	311	135462	98.7569896549462	1.24301034505384	7.32747196252603e-15
rand.52	GCA_003187725	140	106	8688	304	100.0000	634	199	57.4790	70678	135	68740	97.257986926625	100	70252	136	69059	98.3018277059728	1.69817229402722	0
rand.48	GCA_003112285	85	30	4781	84	93.7451	326	33	28.8996	45139	82	44061	97.6118212632092	100	45139	82	44061	97.6118212632092	2.3881787367908	4.44089209850063e-15
rand.19	GCA_003099815	41	33	6293	82	75.1044	567	35	62.4717	23004	40	22733	98.8219440097374	100	23004	40	22733	98.8219440097374	1.17805599026256	1.11022302462516e-15
