sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.5	GCF_002889555	1173	1	11268	0	100.0000	460	0	1.8352	613978	1	11842	1.92873360283267	100
rand.1	GCF_002889555	559	1	11268	0	100.0000	460	0	3.6045	312612	1	11901	3.80695558711758	100
rand.36	GCF_002889555	647	1	11268	0	100.0000	461	0	3.1664	355860	1	11851	3.33024223009048	100
rand.12	GCF_002889555	589	1	11268	0	100.0000	461	0	3.4830	323517	1	11901	3.67863203479261	100
rand.28	GCF_002889555	853	1	11268	0	100.0000	462	0	2.3120	487360	1	11834	2.42818450426789	100
rand.25	GCF_002889555	959	1	11268	0	100.0000	461	0	2.4497	459981	1	11901	2.5872807789887	100
rand.27	GCF_002889555	345	1	11268	0	100.0000	460	0	5.9611	189026	1	11902	6.29648831377694	100
rand.56	GCF_000854045	432	1	11826	0	100.0000	495	17	4.9082	240658	1	11863	4.92940188981875	100
rand.37	GCF_002889555	293	1	11268	0	100.0000	460	0	7.1845	156838	1	11901	7.58808452033308	100
rand.69	GCF_002889555	578	1	11268	0	100.0000	461	0	3.3658	334781	1	11910	3.55754956225114	100
rand.35	GCF_002889555	312	1	11268	0	100.0000	460	0	6.6193	170230	1	11876	6.97644363508195	100
rand.43	GCF_002889555	1236	1	11268	0	100.0000	460	0	1.7333	650081	1	11881	1.82761840447575	100
rand.77	GCF_002889555	552	1	11268	0	100.0000	460	0	3.2823	343297	1	11939	3.47774667416261	100
rand.88	GCF_002889555	529	1	11268	0	100.0000	459	0	3.6940	305036	1	11883	3.89560576456549	100
rand.65	GCF_002889555	536	1	11268	0	100.0000	461	0	3.9856	282717	1	11841	4.18828722715648	100
rand.76	GCF_002889555	830	1	11268	0	100.0000	462	0	2.5643	439425	1	11839	2.6942026511919	100
rand.8	GCF_002889555	464	1	11268	0	100.0000	460	0	4.3342	259980	1	11884	4.57112085545042	100
rand.7	GCF_002889555	568	1	11268	0	100.0000	460	0	3.4020	331214	1	11865	3.58227611151703	100
rand.47	GCF_002889555	687	1	11268	0	100.0000	461	0	3.0349	371283	1	11852	3.19217416364337	100
rand.80	GCF_002889555	689	1	11268	0	100.0000	463	0	3.0463	369897	1	11834	3.19926898569061	100
rand.46	GCF_002889555	527	1	11268	0	100.0000	461	0	4.1297	272855	1	11914	4.36642172582507	100
rand.75	GCF_002889555	357	1	11268	0	100.0000	460	0	5.0297	224030	1	11902	5.31268133732089	100
rand.20	GCF_002889555	695	1	11268	0	100.0000	461	0	3.0663	367483	1	11830	3.21919653426145	100
rand.32	GCF_002889555	582	1	11268	0	100.0000	461	0	3.4249	329001	1	11848	3.6012048595597	100
rand.67	GCF_002889555	549	1	11268	0	100.0000	461	0	3.9267	286959	1	11841	4.12637345404744	100
rand.18	GCF_002889555	838	1	11268	0	100.0000	460	0	2.4432	461196	1	11849	2.56918967207001	100
rand.49	GCF_002889555	912	1	11224	1	99.6095	461	0	2.3220	483374	1	11761	2.43310562835403	100
rand.54	GCF_002889555	590	1	11268	0	100.0000	459	0	3.5163	320446	1	11833	3.69266584697578	100
rand.58	GCF_002889555	392	1	11268	0	100.0000	461	0	5.3462	210766	1	11841	5.61807881726654	100
rand.59	GCF_002889555	432	1	11268	0	100.0000	460	0	4.1754	269867	1	11939	4.42403109679953	100
rand.62	GCF_002889555	914	1	11268	0	100.0000	460	0	2.2238	506710	1	11822	2.33308993309783	100
rand.17	GCF_002889555	1651	1	11268	0	100.0000	460	0	1.3419	839693	1	11876	1.41432642644395	100
rand.10	GCF_002889555	1989	1	11268	0	100.0000	460	0	1.1368	991189	1	11881	1.19866140564514	100
rand.99	GCF_002889555	1025	1	11268	0	100.0000	462	0	2.0422	551759	1	11870	2.15130156463238	100
rand.34	GCF_002889555	665	1	11268	0	100.0000	460	0	3.0928	364335	1	11837	3.24893298749777	100
rand.4	GCF_002889555	993	1	11268	0	100.0000	461	0	2.1543	523042	1	11841	2.26387173496583	100
rand.48	GCF_002889555	854	1	11268	0	100.0000	461	0	2.4506	459801	1	11841	2.57524450795018	100
rand.21	GCF_002889555	896	1	11268	0	100.0000	461	0	2.3509	479312	1	11844	2.47104182661815	100
rand.85	GCF_002889555	379	1	11268	0	100.0000	459	0	5.5983	201274	1	11833	5.87905044864215	100
rand.68	GCF_002889555	2034	1	11268	0	100.0000	460	0	1.1029	1021674	1	11900	1.16475509800582	100
rand.30	GCF_002889555	734	1	11268	0	100.0000	461	0	2.8413	396574	1	11848	2.98758869719144	100
rand.23	GCF_002889555	727	1	11268	0	100.0000	461	0	2.9269	384983	1	11834	3.07390196450233	100
rand.93	GCF_002889555	569	1	11268	0	100.0000	461	0	3.6798	306210	1	11841	3.86695405114137	100
rand.14	GCF_002889555	681	1	11268	0	100.0000	460	0	2.9058	387776	1	11820	3.04815151015019	100
rand.53	GCF_002889555	885	1	11268	0	100.0000	460	0	2.4874	453012	1	11837	2.61295506520799	100
rand.9	GCF_002889555	692	1	11268	0	100.0000	461	0	2.9115	387019	2	12712	3.28459326286306	100
rand.91	GCF_002889555	1004	1	11268	0	100.0000	462	0	2.3449	480539	1	11848	2.46556470962815	100
rand.70	GCF_002889555	593	1	11268	0	100.0000	461	0	3.4802	323771	1	11846	3.65875881410009	100
rand.95	GCF_000854045	1316	2	11826	4	100.0000	488	7	1.7880	676774	2	12121	1.79099669904577	100
rand.87	GCF_000854045	740	1	11826	2	100.0000	494	17	2.7255	437346	1	11940	2.73010385369936	100
rand.90	GCF_002889555	502	1	11268	0	100.0000	461	0	3.9241	287148	1	11841	4.12365748673158	100
rand.42	GCF_002889555	899	1	11268	0	100.0000	461	0	2.2599	498609	1	11841	2.37480671227355	100
rand.82	GCF_002889555	1469	1	11268	0	100.0000	460	0	1.5478	728012	1	11966	1.6436542254798	100
rand.63	GCF_002889555	866	1	11268	0	100.0000	460	0	2.2933	491348	1	11890	2.4198734908863	100
rand.92	GCF_002889555	1208	1	11268	0	100.0000	462	0	1.7362	648996	1	11832	1.82312371724941	100
rand.81	GCF_002889555	407	1	11268	0	100.0000	460	0	4.9794	226294	1	11881	5.25024967520129	100
rand.3	GCF_002889555	444	1	11268	0	100.0000	459	0	4.4153	255204	1	11832	4.63629096722622	100
rand.52	GCF_002889555	596	1	11268	0	100.0000	460	0	3.0371	371006	1	11931	3.2158509565883	100
rand.64	GCF_002889555	432	1	11268	0	100.0000	461	0	4.7412	237662	1	11841	4.98228576718196	100
rand.61	GCF_002889555	482	1	11268	0	100.0000	461	0	4.1096	274185	1	11841	4.31861699217681	100
rand.2	GCF_002889555	626	1	11268	0	100.0000	461	0	3.1794	354408	1	11843	3.34162885713641	100
rand.33	GCF_000854045	536	1	11826	0	100.0000	497	14	3.9106	302080	1	11874	3.9307468220339	100
rand.31	GCF_002889555	682	1	11268	0	100.0000	460	0	2.9035	388078	1	11888	3.06330170738872	100
rand.15	GCF_000854045	1105	1	11826	0	100.0000	497	13	1.9638	601574	1	11843	1.96866885869403	100
rand.98	GCF_002889555	999	1	11268	0	100.0000	461	0	2.1619	521212	1	11840	2.27162843526243	100
rand.83	GCF_002889555	376	1	11268	0	100.0000	460	0	5.6072	200956	1	11804	5.87392264973427	100
rand.89	GCF_002889555	1483	2	11268	2	100.0000	460	0	1.5688	738379	2	12277	1.66269625761296	100
rand.38	GCF_002889555	1052	1	11268	0	100.0000	462	0	2.0004	563292	1	11869	2.10707767907231	100
rand.94	GCF_002889555	748	1	11268	0	100.0000	459	0	3.0693	367122	1	11832	3.2229068266135	100
rand.22	GCF_002889555	538	1	11268	0	100.0000	460	0	3.9700	283830	1	11848	4.17432970440052	100
rand.97	GCF_002889555	472	1	11268	0	100.0000	460	0	3.8827	290210	1	11820	4.07291271837635	100
rand.60	GCF_000854045	767	1	11826	2	100.0000	494	17	2.6619	447983	1	11945	2.66639582305579	100
rand.100	GCF_002889555	492	1	11268	0	100.0000	461	0	4.0509	278159	1	11841	4.25691780600304	100
rand.57	GCF_002889555	1070	1	11268	0	100.0000	462	0	1.9692	572225	1	11829	2.06719384857355	100
rand.96	GCF_002889555	889	1	11268	0	100.0000	459	0	2.7191	414400	1	11832	2.85521235521235	100
rand.13	GCF_002889555	2176	1	11268	0	100.0000	460	0	1.0497	1073414	1	11856	1.10451326328891	100
rand.72	GCF_002889555	394	1	11268	0	100.0000	460	0	5.3362	211161	1	11873	5.62272389314315	100
rand.51	GCF_002889555	516	1	11268	0	100.0000	461	0	4.1824	269416	1	11901	4.41733230394631	100
rand.6	GCF_002889555	443	1	11268	0	100.0000	459	0	4.4326	254205	1	11885	4.67536043744222	100
rand.73	GCF_002889555	434	1	11268	0	100.0000	460	0	4.5540	247433	1	11820	4.77705075717467	100
rand.66	GCF_002889555	1196	1	11268	0	100.0000	461	0	1.8147	620937	1	11845	1.90760093213965	100
rand.45	GCF_002889555	481	1	11268	0	100.0000	461	0	4.5701	246557	1	11901	4.82687573258922	100
rand.71	GCF_002889555	1161	1	11268	0	100.0000	460	0	1.7998	626085	1	11881	1.89766565242739	100
rand.39	GCF_002889555	971	1	11268	0	100.0000	462	0	2.1519	523623	1	11878	2.2684259476761	100
rand.84	GCF_002889555	700	1	11268	0	100.0000	460	0	2.7488	409920	1	11939	2.91251951600312	100
rand.16	GCF_000854045	561	1	11826	2	100.0000	495	17	3.6381	328114	1	11945	3.64050299590996	100
rand.24	GCF_002889555	1922	1	11268	0	100.0000	460	0	1.1698	963264	1	11860	1.23123048302438	100
rand.86	GCF_002889555	1172	1	11268	0	100.0000	460	0	1.8012	625570	1	11951	1.91041769905846	100
rand.26	GCF_002889555	653	1	11268	0	100.0000	460	0	3.4597	325689	1	11858	3.64089668364605	100
rand.44	GCF_002889555	415	1	11268	0	100.0000	461	0	4.9981	225445	1	11860	5.26070660249728	100
rand.29	GCF_002889555	1356	1	11268	0	100.0000	462	0	1.6536	681428	1	11866	1.74134317932342	100
rand.41	GCF_000854045	678	1	11826	2	100.0000	495	17	3.2042	372544	1	11967	3.21223801752276	100
rand.79	GCF_000854045	815	1	11826	2	100.0000	495	17	2.6602	448726	1	11945	2.66198080788722	100
rand.50	GCF_002889555	591	1	11268	0	100.0000	460	0	3.2200	349934	1	11947	3.41407236793224	100
rand.78	GCF_002889555	1516	1	11268	0	100.0000	457	2	1.4876	757392	1	11899	1.57104907366331	100
rand.19	GCF_000854045	979	1	11826	2	100.0000	498	14	2.1177	563494	1	11953	2.12122932985977	100
rand.74	GCF_002889555	589	1	11268	0	100.0000	460	0	3.3117	340250	1	11935	3.50771491550331	100
rand.55	GCF_002889555	470	1	11268	0	100.0000	460	0	4.1821	269433	1	11824	4.3884750568787	100
rand.11	GCF_002889555	350	1	11268	0	100.0000	460	0	4.9481	227725	1	11939	5.24272697332309	100
rand.40	GCF_000854045	570	1	11826	0	100.0000	495	17	3.5803	329919	1	11863	3.59573107338468	100
