sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov	adjusted_total_bases	adjusted_mapped_fragment_num	adjusted_mapped_ref_bases	adjusted_signal_ratio	Annotated_ratio	Unnotated_ratio
rand.30	covid	6	1	29865	4	99.8729	12	0	94.6729	31612	1	29951	94.7456662027078	100	31612	1	29951	94.7456662027078	1.12615462482602	4.12817917246615
rand.31	covid	22	1	29864	2	99.8696	22	0	80.2429	37217	1	29887	80.3046994652981	99.9464936628432	37217	1	29887	80.3046994652981	11.4195125883333	8.2757879463686
rand.100	covid	374	4	29864	14	99.8696	12	0	11.1408	280160	4	31237	11.1497001713307	100	209664	4	31237	14.8985996642247	58.8131486568987	26.2882516788767
rand.84	covid	1152	1	29870	4	99.8896	12	0	1.2177	2459635	1	30145	1.22558834949088	100	2459635	1	30145	1.22558834949088	9.78425660717952	88.9901550433296
rand.28	covid	15	1	29863	2	99.8662	16	0	85.6803	34854	1	29973	85.9958684799449	100	34854	1	29973	85.9958684799449	9.50249612669995	4.50163539335513
rand.80	covid	16	1	29854	2	99.8361	12	0	84.9283	35152	1	29890	85.0307237141557	99.9565261010601	35152	1	29890	85.0307237141557	7.53299954483386	7.43627674101047
rand.27	covid	54	1	29860	8	99.8562	21	0	59.1128	51219	1	30277	59.1128292235303	100	51219	1	30277	59.1128292235303	25.4690642144517	15.418106562018
rand.20	covid	60	1	29866	2	99.8763	14	0	57.6798	51779	1	29887	57.7203113231233	99.9464936628432	51779	1	29887	57.7203113231233	22.1923946001275	20.0872940767493
rand.49	covid	391	2	428	4	1.4313	0	7	0.2976	188496	2	561	0.297619047619048	1.87606594656055	188496	2	561	0.297619047619048	26.1814574314574	73.5209235209235
rand.3	covid	4	1	29875	3	99.9064	14	0	96.7076	31011	1	30012	96.7785624455838	100	31011	1	30012	96.7785624455838	3.22143755441617	0
rand.76	covid	30	1	29863	4	99.8662	16	0	73.0897	41066	1	30027	73.1188818000292	100	41066	1	30027	73.1188818000292	9.95957726586471	16.9215409341061
rand.94	covid	11	2	29862	8	99.8629	18	0	90.3499	33471	2	30241	90.3498550984434	100	33471	2	30241	90.3498550984434	7.45122643482418	2.1989184667324
rand.10	covid	3	1	29866	4	99.8763	10	0	97.7319	30642	1	29970	97.8069316624241	100	30642	1	29970	97.8069316624241	0	2.19306833757588
rand.35	covid	65	1	29871	4	99.8930	12	0	55.4256	54040	1	29980	55.4774241302739	100	54040	1	29980	55.4774241302739	22.3279052553664	22.1946706143597
rand.17	covid	35	1	29859	2	99.8529	10	0	35.8710	83240	1	29904	35.9250360403652	100	83240	1	29904	35.9250360403652	6.29745314752523	57.7775108121096
rand.88	covid	104	1	29870	4	99.8896	16	0	43.5426	69006	1	30242	43.8251746224966	100	69006	1	30242	43.8251746224966	32.7696142364432	23.4052111410602
rand.29	covid	16	1	29859	2	99.8529	10	0	84.3856	35384	1	29899	84.4986434546688	99.9866234157108	35384	1	29899	84.4986434546688	8.76102193081619	6.74033461451503
rand.99	covid	742	1	29859	2	99.8529	10	0	2.1986	1358063	1	29909	2.20232787433278	100	1358063	1	29909	2.20232787433278	14.1271060326362	83.670566093031
rand.64	covid	13	1	29858	2	99.8495	0	0	87.1487	34261	1	29906	87.288753976825	100	34261	1	29906	87.288753976825	2.02562680598932	10.6856192171857
rand.38	covid	14	1	29871	2	99.8930	20	0	86.5575	34510	1	30023	86.9979716024341	100	34510	1	30023	86.9979716024341	6.05042016806723	6.9516082294987
