sample	gca	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio	totalBases	adjust_mapped_fragment_num	adjust_mapped_ref_bases	adjust_signal_ratio	adjusted_cov
rand.5	KM821997_KM821998	446	5	3025	9	28.4278	209	2	1.2499	244011	5	3146	1.28928613873965	29.564912
rand.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.21	KM821997_KM821998	490	2	10202	1	95.8744	738	5	3.7305	273447	2	10275	3.75758373651933	96.560425406783
rand.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.80	KM821997_KM821998	141	1	390	2	3.6651	29	0	0.4624	84340	1	390	0.462414038415935	3.6651
rand.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.97	KM821997_KM821998	443	3	10608	5	99.6899	788	3	3.7405	283569	3	10957	3.86396256290356	100
rand.50	KM821997_KM821998	493	7	4794	16	45.0522	315	2	1.8706	266332	7	5192	1.94944655542706	48.7924535669587
rand.85	KM821997_KM821998	204	3	3309	5	31.0967	480	4	3.0158	127891	3	4116	3.21836563948988	38.6805733454216
rand.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.19	KM821997_KM821998	26	4	1819	8	17.0943	148	0	13.6808	13296	4	1820	13.6883273164862	17.1036976360638
rand.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rand.33	KM821997_KM821998	206	4	10600	7	99.6147	679	3	9.2740	118687	4	11218	9.45175124487096	100
rand.87	KM821997_KM821998	198	5	3062	10	28.7755	236	2	2.6671	114730	5	3116	2.71594177634446	29.282971260614
rand.46	KM821997_KM821998	189	3	1091	6	10.2528	68	0	1.0398	104924	3	1091	1.03980023636156	10.2528
rand.92	KM821997_KM821998	150	3	10166	5	95.5361	683	5	12.5701	89816	3	11417	12.7115436002494	100
rand.22	KM821997_KM821998	417	2	727	4	6.8321	47	0	0.3184	228322	2	753	0.329797391403369	7.07643920220083
